GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0000746,conjugation,cellular process,1,3.765769158350593e-05
GO:0080136,priming of cellular response to stress,"biological regulation,response to stimulus,cellular process",1,3.765769158350593e-05
GO:0016077,sno(s)RNA catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0071046,nuclear polyadenylation-dependent ncRNA catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0021794,thalamus development,developmental process,1,3.765769158350593e-05
GO:1904017,cellular response to Thyroglobulin triiodothyronine,"cellular process,response to stimulus",1,3.765769158350593e-05
GO:0002361,"CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","cellular process,developmental process",1,3.765769158350593e-05
GO:0045922,negative regulation of fatty acid metabolic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0031065,positive regulation of histone deacetylation,"metabolic process,cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:0060318,definitive erythrocyte differentiation,"developmental process,cellular process",1,3.765769158350593e-05
GO:1903342,negative regulation of meiotic DNA double-strand break formation,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0070058,tRNA gene clustering,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0007130,synaptonemal complex assembly,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0030466,silent mating-type cassette heterochromatin assembly,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0040027,negative regulation of vulval development,"biological regulation,developmental process",1,3.765769158350593e-05
GO:0006106,fumarate metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0010620,negative regulation of transcription by transcription factor catabolism,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0010571,positive regulation of nuclear cell cycle DNA replication,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0014850,response to muscle activity,response to stimulus,1,3.765769158350593e-05
GO:0006188,IMP biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0046033,AMP metabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:2000784,positive regulation of establishment of cell polarity regulating cell shape,"cellular process,biological regulation,developmental process",1,3.765769158350593e-05
GO:0055059,asymmetric neuroblast division,"cellular process,developmental process",1,3.765769158350593e-05
GO:0006223,uracil salvage,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0045672,positive regulation of osteoclast differentiation,"cellular process,biological regulation,developmental process",1,3.765769158350593e-05
GO:0045600,positive regulation of fat cell differentiation,"cellular process,biological regulation,developmental process",1,3.765769158350593e-05
GO:0022613,ribonucleoprotein complex biogenesis,cellular process,1,3.765769158350593e-05
GO:0036261,7-methylguanosine cap hypermethylation,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0009452,7-methylguanosine RNA capping,"cellular process,metabolic process",1,3.765769158350593e-05
GO:1905098,negative regulation of guanyl-nucleotide exchange factor activity,biological regulation,1,3.765769158350593e-05
GO:0033955,mitochondrial DNA inheritance,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0043987,histone H3-S10 phosphorylation,"cellular process,metabolic process,cellular component organization",1,3.765769158350593e-05
GO:0001113,transcription open complex formation at RNA polymerase II promoter,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:1900015,regulation of cytokine production involved in inflammatory response,"metabolic process,biological regulation",1,3.765769158350593e-05
GO:0006704,glucocorticoid biosynthetic process,metabolic process,1,3.765769158350593e-05
GO:1990466,protein autosumoylation,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0033088,negative regulation of immature T cell proliferation in thymus,"biological adhesion,developmental process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0048240,sperm capacitation,"cellular process,developmental process",1,3.765769158350593e-05
GO:0043401,steroid hormone mediated signaling pathway,"biological regulation,cellular process",1,3.765769158350593e-05
GO:0038180,nerve growth factor signaling pathway,"biological regulation,cellular process",1,3.765769158350593e-05
GO:0007016,obsolete cytoskeletal anchoring at plasma membrane,none,1,3.765769158350593e-05
GO:0060297,regulation of sarcomere organization,"cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:1900245,positive regulation of MDA-5 signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:1900246,positive regulation of RIG-I signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0033762,response to glucagon,response to stimulus,1,3.765769158350593e-05
GO:1990896,protein localization to cell cortex of cell tip,"cellular process,localization",1,3.765769158350593e-05
GO:1904758,protein localization to new growing cell tip,"localization,cellular process",1,3.765769158350593e-05
GO:2000771,positive regulation of establishment or maintenance of cell polarity regulating cell shape,"cellular process,biological regulation,developmental process",1,3.765769158350593e-05
GO:0003094,glomerular filtration,none,1,3.765769158350593e-05
GO:0030593,neutrophil chemotaxis,"cellular process,locomotion",1,3.765769158350593e-05
GO:1905517,macrophage migration,"cellular process,locomotion",1,3.765769158350593e-05
GO:1990266,neutrophil migration,"cellular process,locomotion",1,3.765769158350593e-05
GO:0060215,primitive hemopoiesis,developmental process,1,3.765769158350593e-05
GO:0048246,macrophage chemotaxis,"cellular process,locomotion",1,3.765769158350593e-05
GO:0035166,post-embryonic hemopoiesis,developmental process,1,3.765769158350593e-05
GO:0048143,astrocyte activation,cellular process,1,3.765769158350593e-05
GO:0070828,heterochromatin organization,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0009799,specification of symmetry,none,1,3.765769158350593e-05
GO:0015824,proline transport,localization,1,3.765769158350593e-05
GO:0009859,pollen hydration,localization,1,3.765769158350593e-05
GO:0009310,amine catabolic process,metabolic process,1,3.765769158350593e-05
GO:0090155,negative regulation of sphingolipid biosynthetic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0007549,dosage compensation,"biological regulation,metabolic process",1,3.765769158350593e-05
GO:0006706,steroid catabolic process,metabolic process,1,3.765769158350593e-05
GO:0033542,"fatty acid beta-oxidation, unsaturated, even number","cellular process,metabolic process",1,3.765769158350593e-05
GO:2000219,positive regulation of invasive growth in response to glucose limitation,biological regulation,1,3.765769158350593e-05
GO:0007533,mating type switching,"cellular process,developmental process",1,3.765769158350593e-05
GO:2001033,negative regulation of double-strand break repair via nonhomologous end joining,"metabolic process,cellular process,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:1990505,mitotic DNA replication maintenance of fidelity,"cellular process,metabolic process",1,3.765769158350593e-05
GO:1903466,regulation of mitotic DNA replication initiation,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0033315,meiotic G2/MI DNA replication checkpoint,"cellular process,biological regulation",1,3.765769158350593e-05
GO:0046632,alpha-beta T cell differentiation,"cellular process,developmental process",1,3.765769158350593e-05
GO:0099577,"regulation of translation at presynapse, modulating synaptic transmission","metabolic process,cellular process,signaling,biological regulation",1,3.765769158350593e-05
GO:0007341,penetration of zona pellucida,none,1,3.765769158350593e-05
GO:0042340,keratan sulfate catabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0030207,chondroitin sulfate catabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0006689,ganglioside catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0008049,male courtship behavior,none,1,3.765769158350593e-05
GO:0030214,hyaluronan catabolic process,metabolic process,1,3.765769158350593e-05
GO:0043615,astrocyte cell migration,"cellular process,locomotion",1,3.765769158350593e-05
GO:0009313,oligosaccharide catabolic process,metabolic process,1,3.765769158350593e-05
GO:0021670,lateral ventricle development,developmental process,1,3.765769158350593e-05
GO:0021960,anterior commissure morphogenesis,"cellular process,developmental process,cellular component organization",1,3.765769158350593e-05
GO:1903124,negative regulation of thioredoxin peroxidase activity,"cellular process,biological regulation",1,3.765769158350593e-05
GO:0021540,corpus callosum morphogenesis,"cellular process,developmental process,cellular component organization",1,3.765769158350593e-05
GO:0061073,ciliary body morphogenesis,developmental process,1,3.765769158350593e-05
GO:1900039,positive regulation of cellular response to hypoxia,"cellular process,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0090262,regulation of transcription-coupled nucleotide-excision repair,"metabolic process,cellular process,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:2001208,negative regulation of transcription elongation by RNA polymerase I,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:2001209,positive regulation of transcription elongation from RNA polymerase I promoter,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0006066,alcohol metabolic process,metabolic process,1,3.765769158350593e-05
GO:0034638,phosphatidylcholine catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0009780,photosynthetic NADP+ reduction,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0010792,DNA double-strand break processing involved in repair via single-strand annealing,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0051596,methylglyoxal catabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0071668,plant-type cell wall assembly,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0046135,pyrimidine nucleoside catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0035418,protein localization to synapse,localization,1,3.765769158350593e-05
GO:0060078,regulation of postsynaptic membrane potential,biological regulation,1,3.765769158350593e-05
GO:0019447,D-cysteine catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0000726,non-recombinational repair,"cellular process,metabolic process,response to stimulus",1,3.765769158350593e-05
GO:0019836,hemolysis by symbiont of host erythrocytes,"cellular process,cell killing",1,3.765769158350593e-05
GO:0044179,hemolysis in other organism,"cell killing,cellular process",1,3.765769158350593e-05
GO:0010184,cytokinin transport,"biological regulation,localization",1,3.765769158350593e-05
GO:0048679,regulation of axon regeneration,"cellular process,biological regulation,developmental process,response to stimulus,cellular component organization",1,3.765769158350593e-05
GO:0097194,execution phase of apoptosis,cellular process,1,3.765769158350593e-05
GO:0098656,anion transmembrane transport,"localization,cellular process",1,3.765769158350593e-05
GO:0016553,base conversion or substitution editing,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0036010,protein localization to endosome,"localization,cellular process",1,3.765769158350593e-05
GO:0006213,pyrimidine nucleoside metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0043461,proton-transporting ATP synthase complex assembly,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0035710,"CD4-positive, alpha-beta T cell activation",cellular process,1,3.765769158350593e-05
GO:1990543,mitochondrial S-adenosyl-L-methionine transmembrane transport,"cellular process,localization",1,3.765769158350593e-05
GO:0000495,box H/ACA RNA 3'-end processing,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0046398,UDP-glucuronate metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0052573,UDP-D-galactose metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0048708,astrocyte differentiation,"developmental process,cellular process",1,3.765769158350593e-05
GO:2001034,positive regulation of double-strand break repair via nonhomologous end joining,"metabolic process,cellular process,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0090666,scaRNA localization to Cajal body,localization,1,3.765769158350593e-05
GO:0090671,telomerase RNA localization to Cajal body,localization,1,3.765769158350593e-05
GO:0032203,telomere formation via telomerase,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:1904851,positive regulation of establishment of protein localization to telomere,"localization,cellular process,biological regulation",1,3.765769158350593e-05
GO:0034337,RNA folding,cellular process,1,3.765769158350593e-05
GO:1904867,protein localization to Cajal body,"localization,cellular process",1,3.765769158350593e-05
GO:0014909,smooth muscle cell migration,"cellular process,locomotion",1,3.765769158350593e-05
GO:0030846,"termination of RNA polymerase II transcription, poly(A)-coupled","cellular process,metabolic process",1,3.765769158350593e-05
GO:0046719,regulation by virus of viral protein levels in host cell,biological regulation,1,3.765769158350593e-05
GO:0033194,response to hydroperoxide,response to stimulus,1,3.765769158350593e-05
GO:1902395,regulation of 1-deoxy-D-xylulose-5-phosphate synthase activity,biological regulation,1,3.765769158350593e-05
GO:0030327,prenylated protein catabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0030328,prenylcysteine catabolic process,metabolic process,1,3.765769158350593e-05
GO:0009559,embryo sac central cell differentiation,"developmental process,cellular process",1,3.765769158350593e-05
GO:0050999,regulation of nitric-oxide synthase activity,biological regulation,1,3.765769158350593e-05
GO:0035601,protein deacylation,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0042997,negative regulation of Golgi to plasma membrane protein transport,"localization,cellular process,biological regulation",1,3.765769158350593e-05
GO:0006182,cGMP biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0034286,response to maltose,response to stimulus,1,3.765769158350593e-05
GO:0090367,negative regulation of mRNA modification,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0070934,CRD-mediated mRNA stabilization,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0009156,ribonucleoside monophosphate biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0009608,response to symbiont,response to stimulus,1,3.765769158350593e-05
GO:0042726,flavin-containing compound metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0033587,chorismate biosynthetic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:1903259,exon-exon junction complex disassembly,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0070455,positive regulation of heme biosynthetic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:1903241,U2-type prespliceosome assembly,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0045023,G0 to G1 transition,cellular process,1,3.765769158350593e-05
GO:0060583,regulation of actin cortical patch localization,"biological regulation,localization,cellular process",1,3.765769158350593e-05
GO:0072697,protein localization to cell cortex,"localization,cellular process",1,3.765769158350593e-05
GO:2000100,regulation of establishment or maintenance of bipolar cell polarity regulating cell shape,"cellular process,biological regulation,developmental process",1,3.765769158350593e-05
GO:0071574,protein localization to medial cortex,"cellular process,localization",1,3.765769158350593e-05
GO:0097066,response to thyroid hormone,response to stimulus,1,3.765769158350593e-05
GO:0071171,site-specific DNA replication termination at RTS1 barrier,"cellular process,metabolic process",1,3.765769158350593e-05
GO:1902979,mitotic DNA replication termination,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0097752,regulation of DNA stability,biological regulation,1,3.765769158350593e-05
GO:0035825,homologous recombination,"cellular process,metabolic process",1,3.765769158350593e-05
GO:1990570,GDP-mannose transmembrane transport,"cellular process,localization",1,3.765769158350593e-05
GO:0045843,negative regulation of striated muscle tissue development,"biological regulation,developmental process",1,3.765769158350593e-05
GO:0010626,negative regulation of Schwann cell proliferation,"cellular process,biological regulation,developmental process",1,3.765769158350593e-05
GO:0035735,intraciliary transport involved in cilium assembly,"cellular process,localization",1,3.765769158350593e-05
GO:2000145,regulation of cell motility,"biological regulation,localization,cellular process,locomotion",1,3.765769158350593e-05
GO:0043456,regulation of pentose-phosphate shunt,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0017186,"peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase","cellular process,metabolic process",1,3.765769158350593e-05
GO:0006005,L-fucose biosynthetic process,metabolic process,1,3.765769158350593e-05
GO:0018160,peptidyl-pyrromethane cofactor linkage,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0006613,cotranslational protein targeting to membrane,"cellular process,localization",1,3.765769158350593e-05
GO:0006580,ethanolamine metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0046392,galactarate catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0042838,D-glucarate catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0030595,leukocyte chemotaxis,"cellular process,locomotion",1,3.765769158350593e-05
GO:0048539,bone marrow development,developmental process,1,3.765769158350593e-05
GO:0055130,D-alanine catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0007307,eggshell chorion gene amplification,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0046549,retinal cone cell development,"cellular process,developmental process",1,3.765769158350593e-05
GO:0035845,photoreceptor cell outer segment organization,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0046548,retinal rod cell development,"cellular process,developmental process",1,3.765769158350593e-05
GO:0071806,protein transmembrane transport,"cellular process,localization",1,3.765769158350593e-05
GO:1901599,(-)-pinoresinol biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0010907,positive regulation of glucose metabolic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:1904024,negative regulation of glucose catabolic process to lactate via pyruvate,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0006982,response to lipid hydroperoxide,response to stimulus,1,3.765769158350593e-05
GO:0010335,response to non-ionic osmotic stress,response to stimulus,1,3.765769158350593e-05
GO:0001707,mesoderm formation,developmental process,1,3.765769158350593e-05
GO:0010847,regulation of chromatin assembly,"cellular process,cellular component organization,biological regulation",1,3.765769158350593e-05
GO:0006703,estrogen biosynthetic process,"cellular process,metabolic process,biological regulation",1,3.765769158350593e-05
GO:0071569,protein ufmylation,"cellular process,metabolic process",1,3.765769158350593e-05
GO:1990034,calcium ion export across plasma membrane,"cellular process,localization",1,3.765769158350593e-05
GO:0035020,regulation of Rac protein signal transduction,"cellular process,signaling,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:1900008,obsolete negative regulation of extrachromosomal rDNA circle accumulation involved in replicative cell aging,none,1,3.765769158350593e-05
GO:0002130,wobble position ribose methylation,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0006780,uroporphyrinogen III biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0002128,tRNA nucleoside ribose methylation,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0080114,positive regulation of glycine hydroxymethyltransferase activity,"biological regulation,cellular process,metabolic process",1,3.765769158350593e-05
GO:0006422,aspartyl-tRNA aminoacylation,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0051025,negative regulation of immunoglobulin production,"metabolic process,biological regulation",1,3.765769158350593e-05
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,"biological regulation,cellular process,response to stimulus",1,3.765769158350593e-05
GO:1990441,negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,"metabolic process,cellular process,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0060702,negative regulation of endoribonuclease activity,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0010523,negative regulation of calcium ion transport into cytosol,"localization,cellular process,biological regulation",1,3.765769158350593e-05
GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0045006,DNA deamination,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0046061,dATP catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0016446,somatic hypermutation of immunoglobulin genes,none,1,3.765769158350593e-05
GO:0009264,deoxyribonucleotide catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0110025,DNA strand resection involved in replication fork processing,"cellular process,metabolic process",1,3.765769158350593e-05
GO:2000772,regulation of cellular senescence,"response to stimulus,cellular process,biological regulation,developmental process",1,3.765769158350593e-05
GO:0042168,heme metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0031570,DNA integrity checkpoint,"biological regulation,cellular process",1,3.765769158350593e-05
GO:0048700,acquisition of desiccation tolerance in seed,developmental process,1,3.765769158350593e-05
GO:0071702,organic substance transport,localization,1,3.765769158350593e-05
GO:0048022,negative regulation of melanin biosynthetic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0009244,lipopolysaccharide core region biosynthetic process,metabolic process,1,3.765769158350593e-05
GO:0032731,positive regulation of interleukin-1 beta production,"metabolic process,biological regulation",1,3.765769158350593e-05
GO:0032760,positive regulation of tumor necrosis factor production,"metabolic process,biological regulation",1,3.765769158350593e-05
GO:0002606,positive regulation of dendritic cell antigen processing and presentation,biological regulation,1,3.765769158350593e-05
GO:0032874,positive regulation of stress-activated MAPK cascade,"cellular process,signaling,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0042228,interleukin-8 production,metabolic process,1,3.765769158350593e-05
GO:0032755,positive regulation of interleukin-6 production,"metabolic process,biological regulation",1,3.765769158350593e-05
GO:1990046,stress-induced mitochondrial fusion,"cellular process,response to stimulus,cellular component organization",1,3.765769158350593e-05
GO:1900210,positive regulation of cardiolipin metabolic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0061015,snRNA import into nucleus,"cellular process,localization",1,3.765769158350593e-05
GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0032928,regulation of superoxide anion generation,"cellular process,metabolic process,biological regulation",1,3.765769158350593e-05
GO:0051187,obsolete cofactor catabolic process,none,1,3.765769158350593e-05
GO:1905342,positive regulation of protein localization to kinetochore,"localization,cellular process,biological regulation",1,3.765769158350593e-05
GO:0042183,formate catabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0033396,beta-alanine biosynthetic process via 3-ureidopropionate,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0019482,beta-alanine metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0035508,positive regulation of myosin-light-chain-phosphatase activity,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0035507,regulation of myosin-light-chain-phosphatase activity,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0001881,receptor recycling,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0005995,melibiose catabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0046477,glycosylceramide catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:1901975,glycerate transmembrane transport,"cellular process,localization",1,3.765769158350593e-05
GO:0097339,glycolate transmembrane transport,"cellular process,localization",1,3.765769158350593e-05
GO:0090701,specification of plant organ identity,none,1,3.765769158350593e-05
GO:0032623,interleukin-2 production,metabolic process,1,3.765769158350593e-05
GO:1903099,positive regulation of CENP-A containing nucleosome assembly,"cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:0046113,nucleobase catabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0035998,"7,8-dihydroneopterin 3'-triphosphate biosynthetic process","cellular process,metabolic process",1,3.765769158350593e-05
GO:1903319,positive regulation of protein maturation,"metabolic process,biological regulation",1,3.765769158350593e-05
GO:1904669,ATP export,localization,1,3.765769158350593e-05
GO:0016237,lysosomal microautophagy,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0007088,regulation of mitotic nuclear division,"cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:0007135,meiosis II,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0007113,endomitotic cell cycle,cellular process,1,3.765769158350593e-05
GO:0002318,myeloid progenitor cell differentiation,"developmental process,cellular process",1,3.765769158350593e-05
GO:0009972,cytidine deamination,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0006216,cytidine catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0043412,macromolecule modification,metabolic process,1,3.765769158350593e-05
GO:0051050,positive regulation of transport,"biological regulation,localization",1,3.765769158350593e-05
GO:0001576,globoside biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:1900064,positive regulation of peroxisome organization,"cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:1901651,regulation of mitotic chromosome decondensation,"cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:1902001,fatty acid transmembrane transport,"cellular process,localization",1,3.765769158350593e-05
GO:2000436,positive regulation of protein neddylation,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0035212,cell competition in a multicellular organism,"biological regulation,cellular process",1,3.765769158350593e-05
GO:0090435,protein localization to nuclear envelope,"localization,cellular process",1,3.765769158350593e-05
GO:0070197,meiotic attachment of telomere to nuclear envelope,"localization,cellular process",1,3.765769158350593e-05
GO:0048213,Golgi vesicle prefusion complex stabilization,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0048665,neuron fate specification,"developmental process,cellular process",1,3.765769158350593e-05
GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:1903071,positive regulation of ER-associated ubiquitin-dependent protein catabolic process,"metabolic process,cellular process,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0051561,positive regulation of mitochondrial calcium ion concentration,"cellular process,biological regulation",1,3.765769158350593e-05
GO:0048663,neuron fate commitment,"developmental process,cellular process",1,3.765769158350593e-05
GO:0035584,calcium-mediated signaling using intracellular calcium source,"biological regulation,cellular process",1,3.765769158350593e-05
GO:1904154,"positive regulation of retrograde protein transport, ER to cytosol","localization,cellular process,biological regulation",1,3.765769158350593e-05
GO:1905435,regulation of histone H3-K4 trimethylation,"metabolic process,cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:0045232,S-layer organization,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0097067,cellular response to thyroid hormone stimulus,"cellular process,response to stimulus",1,3.765769158350593e-05
GO:0046697,decidualization,developmental process,1,3.765769158350593e-05
GO:0006590,thyroid hormone generation,"cellular process,metabolic process,biological regulation",1,3.765769158350593e-05
GO:0043942,negative regulation of sexual sporulation resulting in formation of a cellular spore,"cellular process,biological regulation,developmental process",1,3.765769158350593e-05
GO:0009204,deoxyribonucleoside triphosphate catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0019750,chloroplast localization,"localization,cellular process",1,3.765769158350593e-05
GO:0032640,tumor necrosis factor production,metabolic process,1,3.765769158350593e-05
GO:0032635,interleukin-6 production,metabolic process,1,3.765769158350593e-05
GO:1901532,regulation of hematopoietic progenitor cell differentiation,"cellular process,biological regulation,developmental process",1,3.765769158350593e-05
GO:1902035,positive regulation of hematopoietic stem cell proliferation,"cellular process,biological regulation",1,3.765769158350593e-05
GO:0010478,chlororespiration,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0042126,nitrate metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0080058,protein deglutathionylation,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0070094,positive regulation of glucagon secretion,"localization,cellular process,signaling,biological regulation",1,3.765769158350593e-05
GO:0017003,protein-heme linkage,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0043923,positive regulation by host of viral transcription,none,1,3.765769158350593e-05
GO:0045225,negative regulation of CD4 production,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0019934,cGMP-mediated signaling,"biological regulation,cellular process",1,3.765769158350593e-05
GO:0051447,negative regulation of meiotic cell cycle,"cellular process,biological regulation",1,3.765769158350593e-05
GO:0061406,positive regulation of transcription from RNA polymerase II promoter in response to glucose starvation,"response to stimulus,metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0097271,protein localization to bud neck,"localization,cellular process",1,3.765769158350593e-05
GO:0019933,cAMP-mediated signaling,"biological regulation,cellular process",1,3.765769158350593e-05
GO:0043649,dicarboxylic acid catabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0036278,positive regulation of transcription from RNA polymerase II promoter in response to nitrogen starvation,"metabolic process,cellular process,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0097050,type B pancreatic cell apoptotic process,cellular process,1,3.765769158350593e-05
GO:0015742,alpha-ketoglutarate transport,localization,1,3.765769158350593e-05
GO:0031990,mRNA export from nucleus in response to heat stress,"response to stimulus,cellular process,localization",1,3.765769158350593e-05
GO:1904216,positive regulation of protein import into chloroplast stroma,"localization,cellular process,biological regulation",1,3.765769158350593e-05
