GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:1990829,C-rich single-stranded DNA binding,binding,1,3.765769158350593e-05
GO:0008481,sphinganine kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0019862,IgA binding,binding,1,3.765769158350593e-05
GO:0080089,sinapoyl spermidine:sinapoyl CoA N-acyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0080072,spermidine:sinapoyl CoA N-acyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004413,homoserine kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0052826,inositol hexakisphosphate 2-phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0046428,"1,4-dihydroxy-2-naphthoate octaprenyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0010279,indole-3-acetic acid amido synthetase activity,catalytic activity,1,3.765769158350593e-05
GO:0004057,arginyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0098680,template-free RNA nucleotidyltransferase,catalytic activity,1,3.765769158350593e-05
GO:0005520,insulin-like growth factor binding,binding,1,3.765769158350593e-05
GO:0016207,4-coumarate-CoA ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0009025,tagatose-bisphosphate aldolase activity,catalytic activity,1,3.765769158350593e-05
GO:0004411,"homogentisate 1,2-dioxygenase activity",catalytic activity,1,3.765769158350593e-05
GO:0003845,11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity,catalytic activity,1,3.765769158350593e-05
GO:0052622,ATP dimethylallyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0008476,protein-tyrosine sulfotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0045127,N-acetylglucosamine kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0052623,ADP dimethylallyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004382,guanosine-diphosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0045134,uridine-diphosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0016653,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor",catalytic activity,1,3.765769158350593e-05
GO:0017095,heparan sulfate 6-O-sulfotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0010176,homogentisate phytyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0034768,(E)-beta-ocimene synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0102701,tricyclene synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0080099,L-methionine:2-oxoglutarate aminotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0050048,L-leucine:2-oxoglutarate aminotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0050203,oxalate-CoA ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0010484,H3 histone acetyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0047312,L-phenylalanine:pyruvate aminotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0052925,"dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0047912,galacturonokinase activity,catalytic activity,1,3.765769158350593e-05
GO:0008117,sphinganine-1-phosphate aldolase activity,catalytic activity,1,3.765769158350593e-05
GO:0034009,isoprene synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0008720,D-lactate dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0004458,D-lactate dehydrogenase (cytochrome) activity,catalytic activity,1,3.765769158350593e-05
GO:0019154,glycolate dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0000403,Y-form DNA binding,binding,1,3.765769158350593e-05
GO:0016817,"hydrolase activity, acting on acid anhydrides",catalytic activity,1,3.765769158350593e-05
GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors",catalytic activity,1,3.765769158350593e-05
GO:0080100,L-glutamine:2-oxoglutarate aminotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0061663,NEDD8 ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0089720,caspase binding,binding,1,3.765769158350593e-05
GO:0080097,L-tryptophan:pyruvate aminotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0048018,receptor ligand activity,"molecular function regulator,binding",1,3.765769158350593e-05
GO:0033925,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity,catalytic activity,1,3.765769158350593e-05
GO:0080098,L-tyrosine:pyruvate aminotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0080130,L-phenylalanine:2-oxoglutarate aminotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004358,glutamate N-acetyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0030624,U6atac snRNA binding,binding,1,3.765769158350593e-05
GO:0106137,IkappaB kinase complex binding,binding,1,3.765769158350593e-05
GO:0033818,beta-ketoacyl-acyl-carrier-protein synthase III activity,catalytic activity,1,3.765769158350593e-05
GO:0008419,RNA lariat debranching enzyme activity,catalytic activity,1,3.765769158350593e-05
GO:0046577,long-chain-alcohol oxidase activity,catalytic activity,1,3.765769158350593e-05
GO:0061632,RNA lariat debranching enzyme activator activity,molecular function regulator,1,3.765769158350593e-05
GO:0042972,licheninase activity,catalytic activity,1,3.765769158350593e-05
GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0033802,isoliquiritigenin 2'-O-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0030751,licodione 2'-O-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0000386,second spliceosomal transesterification activity,catalytic activity,1,3.765769158350593e-05
GO:0047538,2-carboxy-D-arabinitol-1-phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0004584,obsolete dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity,none,1,3.765769158350593e-05
GO:0016691,chloride peroxidase activity,"catalytic activity,antioxidant activity",1,3.765769158350593e-05
GO:0019166,trans-2-enoyl-CoA reductase (NADPH) activity,catalytic activity,1,3.765769158350593e-05
GO:0070095,fructose-6-phosphate binding,binding,1,3.765769158350593e-05
GO:0016774,"phosphotransferase activity, carboxyl group as acceptor",catalytic activity,1,3.765769158350593e-05
GO:0019702,protein-arginine N5-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0008318,protein prenyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0102717,DIBOA-glucoside oxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0005087,guanyl-nucleotide exchange factor activity,molecular function regulator,1,3.765769158350593e-05
GO:0106222,long noncoding RNA binding,binding,1,3.765769158350593e-05
GO:0032942,inositol tetrakisphosphate 2-kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0035299,inositol pentakisphosphate 2-kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0080096,phosphatidate-sterol O-acyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0080095,phosphatidylethanolamine-sterol O-acyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0000009,"alpha-1,6-mannosyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0050509,N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0015444,"magnesium transmembrane transporter activity, phosphorylative mechanism",transporter activity,1,3.765769158350593e-05
GO:0051500,D-tyrosyl-tRNA(Tyr) deacylase activity,catalytic activity,1,3.765769158350593e-05
GO:0046922,peptide-O-fucosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0047293,4-hydroxybenzoate nonaprenyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0002083,4-hydroxybenzoate decaprenyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0102930,4-hydroxybenzoate geranyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004711,ribosomal protein S6 kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0030626,U12 snRNA binding,binding,1,3.765769158350593e-05
GO:0050412,cinnamate beta-D-glucosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0050508,glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0050645,limonoid glucosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0050284,sinapate 1-glucosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0044729,hemi-methylated DNA-binding,binding,1,3.765769158350593e-05
GO:0102521,tRNA-4-demethylwyosine synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0004957,prostaglandin E receptor activity,"signaling receptor activity,molecular transducer activity",1,3.765769158350593e-05
GO:0016404,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,catalytic activity,1,3.765769158350593e-05
GO:0004607,phosphatidylcholine-sterol O-acyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0010420,"3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0004395,hexaprenyldihydroxybenzoate methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004631,phosphomevalonate kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0043750,phosphatidylinositol alpha-mannosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0008746,NAD(P)+ transhydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0008909,isochorismate synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0033164,"glycolipid 1,6-alpha-mannosyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0043895,cyclomaltodextrin glucanotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004339,"glucan 1,4-alpha-glucosidase activity",catalytic activity,1,3.765769158350593e-05
GO:0018663,"2,6-dihydroxypyridine 3-monooxygenase activity",catalytic activity,1,3.765769158350593e-05
GO:0008425,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0043731,6-hydroxynicotinate 3-monooxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0008780,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0043754,dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004147,dihydrolipoamide branched chain acyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0008579,JUN kinase phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0008330,protein tyrosine/threonine phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0042562,hormone binding,binding,1,3.765769158350593e-05
GO:0008028,monocarboxylic acid transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0019212,phosphatase inhibitor activity,molecular function regulator,1,3.765769158350593e-05
GO:0003707,steroid hormone receptor activity,"molecular transducer activity,signaling receptor activity",1,3.765769158350593e-05
GO:0033878,hormone-sensitive lipase activity,catalytic activity,1,3.765769158350593e-05
GO:0032577,phosphatidylcholine:cardiolipin O-linoleoyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0050780,dopamine receptor binding,binding,1,3.765769158350593e-05
GO:0046566,DOPA dioxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0050297,stizolobate synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",catalytic activity,1,3.765769158350593e-05
GO:0003796,lysozyme activity,catalytic activity,1,3.765769158350593e-05
GO:0005461,UDP-glucuronic acid transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0005462,UDP-N-acetylglucosamine transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0015103,inorganic anion transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:1903425,fluoride transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0008887,glycerate kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0008689,3-demethylubiquinone-9 3-O-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004808,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0001179,RNA polymerase I general transcription initiation factor binding,binding,1,3.765769158350593e-05
GO:0070990,snRNP binding,binding,1,3.765769158350593e-05
GO:0047840,dCTP diphosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0034004,germacradienol synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0102159,baicalein 7-O-glucuronosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0102467,scutellarein 7-O-glucuronosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0102468,wogonin 7-O-glucuronosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:1990817,RNA adenylyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0032556,pyrimidine deoxyribonucleotide binding,binding,1,3.765769158350593e-05
GO:0071164,RNA trimethylguanosine synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0102905,valencene synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0052923,all-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) activity,catalytic activity,1,3.765769158350593e-05
GO:1990050,phosphatidic acid transfer activity,transporter activity,1,3.765769158350593e-05
GO:0004452,isopentenyl-diphosphate delta-isomerase activity,catalytic activity,1,3.765769158350593e-05
GO:0003876,AMP deaminase activity,catalytic activity,1,3.765769158350593e-05
GO:0106223,germacrene A hydroxylase activity,catalytic activity,1,3.765769158350593e-05
GO:0004333,fumarate hydratase activity,catalytic activity,1,3.765769158350593e-05
GO:0047461,(+)-delta-cadinene synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0102906,7-epi-alpha-selinene synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0050225,pseudouridine kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0016423,tRNA (guanine) methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0106050,tRNA 2'-O-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:1990275,preribosome binding,binding,1,3.765769158350593e-05
GO:0008852,exodeoxyribonuclease I activity,catalytic activity,1,3.765769158350593e-05
GO:0033592,RNA strand annealing activity,binding,1,3.765769158350593e-05
GO:0033707,3''-deamino-3''-oxonicotianamine reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0051745,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0015184,L-cystine transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0052577,germacrene-D synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0008987,quinolinate synthetase A activity,catalytic activity,1,3.765769158350593e-05
GO:0046820,4-amino-4-deoxychorismate synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0042805,actinin binding,binding,1,3.765769158350593e-05
GO:0001225,RNA polymerase II transcription coactivator binding,binding,1,3.765769158350593e-05
GO:0016205,selenocysteine methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0008936,nicotinamidase activity,catalytic activity,1,3.765769158350593e-05
GO:0070883,pre-miRNA binding,binding,1,3.765769158350593e-05
GO:0103075,indole-3-pyruvate monooxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0018826,methionine gamma-lyase activity,catalytic activity,1,3.765769158350593e-05
GO:0005176,ErbB-2 class receptor binding,binding,1,3.765769158350593e-05
GO:0015142,tricarboxylic acid transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0015367,oxoglutarate:malate antiporter activity,transporter activity,1,3.765769158350593e-05
GO:0010284,lariciresinol reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0016651,"oxidoreductase activity, acting on NAD(P)H",catalytic activity,1,3.765769158350593e-05
GO:0050290,sphingomyelin phosphodiesterase D activity,catalytic activity,1,3.765769158350593e-05
GO:0004767,sphingomyelin phosphodiesterase activity,catalytic activity,1,3.765769158350593e-05
GO:0050408,[pyruvate kinase]-phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0102311,8-hydroxygeraniol dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0102002,valine N-monooxygenase (oxime forming) activity,catalytic activity,1,3.765769158350593e-05
GO:0102001,isoleucine N-monooxygenase (oxime forming) activity,catalytic activity,1,3.765769158350593e-05
GO:0102684,L-phenylalanine N-monooxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0017178,diphthine-ammonia ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0052918,"dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0052926,"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0099604,ligand-gated calcium channel activity,transporter activity,1,3.765769158350593e-05
GO:0035259,glucocorticoid receptor binding,binding,1,3.765769158350593e-05
GO:0080115,myosin XI tail binding,binding,1,3.765769158350593e-05
GO:0045153,ubiquinol-cytochrome-c reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0043262,adenosine-diphosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0008841,dihydrofolate synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0004573,mannosyl-oligosaccharide glucosidase activity,catalytic activity,1,3.765769158350593e-05
GO:0015194,L-serine transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0019237,centromeric DNA binding,binding,1,3.765769158350593e-05
GO:0008710,8-amino-7-oxononanoate synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0004610,phosphoacetylglucosamine mutase activity,catalytic activity,1,3.765769158350593e-05
GO:0004399,histidinol dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0030622,U4atac snRNA binding,binding,1,3.765769158350593e-05
GO:0102389,polyprenol reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0035033,histone deacetylase regulator activity,molecular function regulator,1,3.765769158350593e-05
GO:0019778,Atg12 activating enzyme activity,catalytic activity,1,3.765769158350593e-05
GO:0102556,dammarenediol 12-hydroxylase activity,catalytic activity,1,3.765769158350593e-05
GO:0033808,6'-deoxychalcone synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0003848,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity,catalytic activity,1,3.765769158350593e-05
GO:0004156,dihydropteroate synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0017171,serine hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0008734,L-aspartate oxidase activity,catalytic activity,1,3.765769158350593e-05
GO:0047995,hydroxyphenylpyruvate reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0016731,"oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor",catalytic activity,1,3.765769158350593e-05
GO:0015039,NADPH-adrenodoxin reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0102742,"R(+)-3,4-dihydroxyphenyllactate:NADP+ oxidoreductase activity",catalytic activity,1,3.765769158350593e-05
GO:0051499,D-aminoacyl-tRNA deacylase activity,catalytic activity,1,3.765769158350593e-05
GO:0019213,deacetylase activity,catalytic activity,1,3.765769158350593e-05
GO:0102670,"2,7,4'-trihydroxyisoflavanone-4'-O-methyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0052861,"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group",catalytic activity,1,3.765769158350593e-05
GO:0052862,"glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group",catalytic activity,1,3.765769158350593e-05
GO:1990259,histone-glutamine methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0106073,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0019140,inositol 3-kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0042907,xanthine transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0044318,L-aspartate:fumarate oxidoreductase activity,catalytic activity,1,3.765769158350593e-05
GO:2001147,camalexin binding,binding,1,3.765769158350593e-05
GO:2001227,quercitrin binding,binding,1,3.765769158350593e-05
GO:0080023,3R-hydroxyacyl-CoA dehydratase activity,catalytic activity,1,3.765769158350593e-05
GO:0032216,glucosaminyl-phosphatidylinositol O-acyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004354,glutamate dehydrogenase (NADP+) activity,catalytic activity,1,3.765769158350593e-05
GO:0016530,metallochaperone activity,molecular carrier activity,1,3.765769158350593e-05
GO:0102876,psoralen synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0052917,"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase",catalytic activity,1,3.765769158350593e-05
GO:0052824,"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase",catalytic activity,1,3.765769158350593e-05
GO:0140083,protein-DNA unloading ATPase activity,catalytic activity,1,3.765769158350593e-05
GO:0004587,ornithine-oxo-acid transaminase activity,catalytic activity,1,3.765769158350593e-05
GO:0015205,nucleobase transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:2001071,maltoheptaose binding,binding,1,3.765769158350593e-05
GO:0004496,mevalonate kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0018858,benzoate-CoA ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0034649,histone demethylase activity (H3-monomethyl-K4 specific),catalytic activity,1,3.765769158350593e-05
GO:0030766,11-O-demethyl-17-O-deacetylvindoline O-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0030761,8-hydroxyquercitin 8-O-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:1990450,linear polyubiquitin binding,binding,1,3.765769158350593e-05
GO:0001965,G-protein alpha-subunit binding,binding,1,3.765769158350593e-05
GO:0004788,thiamine diphosphokinase activity,catalytic activity,1,3.765769158350593e-05
GO:0030975,thiamine binding,binding,1,3.765769158350593e-05
GO:0031543,peptidyl-proline dioxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0062047,pipecolic acid N-hydroxylase,catalytic activity,1,3.765769158350593e-05
GO:0071795,K11-linked polyubiquitin modification-dependent protein binding,binding,1,3.765769158350593e-05
GO:0030735,carnosine N-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004105,choline-phosphate cytidylyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0030746,isoflavone 4'-O-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0052629,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity",catalytic activity,1,3.765769158350593e-05
GO:0004438,phosphatidylinositol-3-phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0045503,dynein light chain binding,binding,1,3.765769158350593e-05
GO:0016595,glutamate binding,binding,1,3.765769158350593e-05
GO:0005254,chloride channel activity,transporter activity,1,3.765769158350593e-05
GO:0043783,"oxidoreductase activity, acting on metal ions, flavin as acceptor",catalytic activity,1,3.765769158350593e-05
GO:0061929,gamma-glutamylaminecyclotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0052616,ent-kaur-16-en-19-ol oxidase activity,catalytic activity,1,3.765769158350593e-05
GO:0102218,"starch, H2O dikinase activity",catalytic activity,1,3.765769158350593e-05
GO:0050521,"alpha-glucan, water dikinase activity",catalytic activity,1,3.765769158350593e-05
GO:0102216,maltodextrin water dikinase,catalytic activity,1,3.765769158350593e-05
GO:0000906,"6,7-dimethyl-8-ribityllumazine synthase activity",catalytic activity,1,3.765769158350593e-05
GO:0052617,ent-kaur-16-en-19-al oxidase activity,catalytic activity,1,3.765769158350593e-05
GO:0052615,ent-kaurene oxidase activity,catalytic activity,1,3.765769158350593e-05
GO:0016405,CoA-ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0050699,WW domain binding,binding,1,3.765769158350593e-05
GO:0005164,tumor necrosis factor receptor binding,binding,1,3.765769158350593e-05
GO:0031996,thioesterase binding,binding,1,3.765769158350593e-05
GO:0009979,16:0 monogalactosyldiacylglycerol desaturase activity,catalytic activity,1,3.765769158350593e-05
GO:0032896,palmitoyl-CoA 9-desaturase activity,catalytic activity,1,3.765769158350593e-05
GO:0044022,histone kinase activity (H3-S28 specific),catalytic activity,1,3.765769158350593e-05
GO:0051990,(R)-2-hydroxyglutarate dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0102303,"resveratrol 3,5-O-dimethyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0046537,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity",catalytic activity,1,3.765769158350593e-05
GO:0004637,phosphoribosylamine-glycine ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0061503,tRNA threonylcarbamoyladenosine dehydratase,catalytic activity,1,3.765769158350593e-05
GO:0036094,small molecule binding,binding,1,3.765769158350593e-05
GO:0050486,"intramolecular transferase activity, transferring hydroxy groups",catalytic activity,1,3.765769158350593e-05
GO:0004879,nuclear receptor activity,transcription regulator activity,1,3.765769158350593e-05
GO:0061656,SUMO conjugating enzyme activity,catalytic activity,1,3.765769158350593e-05
GO:0004073,aspartate-semialdehyde dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0004632,phosphopantothenate--cysteine ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0046522,S-methyl-5-thioribose kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0004639,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0009917,sterol 5-alpha reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0090599,alpha-glucosidase activity,catalytic activity,1,3.765769158350593e-05
GO:1901612,cardiolipin binding,binding,1,3.765769158350593e-05
GO:0004635,phosphoribosyl-AMP cyclohydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0004636,phosphoribosyl-ATP diphosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0102550,"2-methyl-6-geranylgeranyl-1,4-benzoquinol methyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0051741,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0003831,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0010210,IAA-Phe conjugate hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0017103,UTP:galactose-1-phosphate uridylyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0033882,choloyl-CoA hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0047994,hydroxymethylglutaryl-CoA hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",catalytic activity,1,3.765769158350593e-05
GO:0047603,acetoacetyl-CoA hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0052815,medium-chain acyl-CoA hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0004862,cAMP-dependent protein kinase inhibitor activity,molecular function regulator,1,3.765769158350593e-05
GO:0004778,succinyl-CoA hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0016429,tRNA (adenine-N1-)-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0010211,IAA-Leu conjugate hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0061953,mRNA (adenine-N1-)-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004633,phosphopantothenoylcysteine decarboxylase activity,catalytic activity,1,3.765769158350593e-05
