Taxon,Protein ID,Search Term,Phenolic Protein
grandis-SEMK,TRINITY_DN967_c0_g4_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
grandis-SEMK,TRINITY_DN2194_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
grandis-SEMK,TRINITY_DN2194_c0_g1_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
grandis-SEMK,TRINITY_DN2194_c0_g1_i5.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
grandis-SEMK,TRINITY_DN2255_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
grandis-SEMK,TRINITY_DN2255_c0_g2_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
grandis-SEMK,TRINITY_DN2563_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
grandis-SEMK,TRINITY_DN2796_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
grandis-SEMK,TRINITY_DN3078_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
grandis-SEMK,TRINITY_DN3078_c0_g1_i3.p4,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
grandis-SEMK,TRINITY_DN3559_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
grandis-SEMK,TRINITY_DN3687_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
grandis-SEMK,TRINITY_DN3687_c0_g1_i2.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
grandis-SEMK,TRINITY_DN3979_c1_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
grandis-SEMK,TRINITY_DN4368_c0_g1_i2.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
grandis-SEMK,TRINITY_DN4368_c0_g1_i3.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
grandis-SEMK,TRINITY_DN4368_c0_g1_i3.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
grandis-SEMK,TRINITY_DN4981_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
grandis-SEMK,TRINITY_DN4981_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
grandis-SEMK,TRINITY_DN4981_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
grandis-SEMK,TRINITY_DN5364_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
grandis-SEMK,TRINITY_DN5364_c0_g2_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
grandis-SEMK,TRINITY_DN5364_c1_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
grandis-SEMK,TRINITY_DN6049_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
grandis-SEMK,TRINITY_DN6440_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
grandis-SEMK,TRINITY_DN6913_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
grandis-SEMK,TRINITY_DN7336_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
grandis-SEMK,TRINITY_DN7336_c0_g1_i12.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
grandis-SEMK,TRINITY_DN7336_c0_g1_i5.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
grandis-SEMK,TRINITY_DN7336_c0_g1_i11.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
grandis-SEMK,TRINITY_DN7336_c0_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
grandis-SEMK,TRINITY_DN7336_c0_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
grandis-SEMK,TRINITY_DN7336_c0_g1_i13.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
grandis-SEMK,TRINITY_DN7336_c0_g1_i6.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
grandis-SEMK,TRINITY_DN7964_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
grandis-SEMK,TRINITY_DN9337_c0_g2_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
grandis-SEMK,TRINITY_DN10461_c1_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
grandis-SEMK,TRINITY_DN10461_c1_g1_i7.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
grandis-SEMK,TRINITY_DN10461_c1_g1_i5.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
grandis-SEMK,TRINITY_DN10541_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
grandis-SEMK,TRINITY_DN10541_c0_g1_i6.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
grandis-SEMK,TRINITY_DN10541_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
grandis-SEMK,TRINITY_DN11409_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
grandis-SEMK,TRINITY_DN12842_c0_g1_i9.p1,Chalcone synthase,Chalcone synthase
grandis-SEMK,TRINITY_DN12842_c0_g1_i6.p1,Chalcone synthase,Chalcone synthase
grandis-SEMK,TRINITY_DN12842_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase
grandis-SEMK,TRINITY_DN12842_c0_g1_i8.p1,Chalcone synthase,Chalcone synthase
grandis-SEMK,TRINITY_DN12842_c0_g1_i5.p1,Chalcone synthase,Chalcone synthase 2
grandis-SEMK,TRINITY_DN12842_c0_g1_i7.p1,Chalcone synthase,Chalcone synthase
grandis-SEMK,TRINITY_DN16042_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
grandis-SEMK,TRINITY_DN21378_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
grandis-SEMK,TRINITY_DN22055_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
grandis-SEMK,TRINITY_DN23708_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
hirsuti-OEHI,TRINITY_DN219_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
hirsuti-OEHI,TRINITY_DN342_c22_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
hirsuti-OEHI,TRINITY_DN305_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase
hirsuti-OEHI,TRINITY_DN1230_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
hirsuti-OEHI,TRINITY_DN1230_c0_g1_i3.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
hirsuti-OEHI,TRINITY_DN1666_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
hirsuti-OEHI,TRINITY_DN1950_c0_g1_i1.p2,Chalcone synthase,Chalcone synthase 1
hirsuti-OEHI,TRINITY_DN1950_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 1
hirsuti-OEHI,TRINITY_DN2145_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
hirsuti-OEHI,TRINITY_DN2145_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
hirsuti-OEHI,TRINITY_DN2145_c0_g4_i1.p2,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
hirsuti-OEHI,TRINITY_DN2145_c1_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
hirsuti-OEHI,TRINITY_DN2145_c3_g1_i1.p2,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
hirsuti-OEHI,TRINITY_DN2165_c0_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
hirsuti-OEHI,TRINITY_DN2165_c0_g1_i5.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
hirsuti-OEHI,TRINITY_DN2165_c0_g1_i6.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
hirsuti-OEHI,TRINITY_DN2165_c0_g1_i6.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
hirsuti-OEHI,TRINITY_DN2165_c0_g1_i2.p3,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
hirsuti-OEHI,TRINITY_DN2165_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
hirsuti-OEHI,TRINITY_DN2165_c0_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
hirsuti-OEHI,TRINITY_DN2165_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
hirsuti-OEHI,TRINITY_DN5378_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
hirsuti-OEHI,TRINITY_DN5378_c0_g1_i2.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
hirsuti-OEHI,TRINITY_DN5378_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
hirsuti-OEHI,TRINITY_DN5504_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
hirsuti-OEHI,TRINITY_DN6135_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
hirsuti-OEHI,TRINITY_DN6547_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
hirsuti-OEHI,TRINITY_DN14973_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
hirsuti-OEHI,TRINITY_DN22257_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
hirsuti-OEHI,TRINITY_DN24849_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
hirsuti-OEHI,TRINITY_DN26075_c0_g1_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
hirsuti-OEHI,TRINITY_DN26075_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
hirsuti-OEHI,TRINITY_DN27128_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
hirsuti-OEHI,TRINITY_DN28116_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
hirsuti-OEHI,TRINITY_DN35956_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
hirsuti-OEHI,TRINITY_DN37580_c1_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
hirsuti-OEHI,TRINITY_DN42596_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
hirsuti-OEHI,TRINITY_DN42848_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
hirsuti-OEHI,TRINITY_DN44586_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
hirsuti-OEHI,TRINITY_DN47093_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
hirsuti-OEHI,TRINITY_DN47485_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
hirsuti-OEHI,TRINITY_DN47485_c0_g1_i3.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
hirsuti-OEHI,TRINITY_DN47485_c0_g1_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
hirsuti-OEHI,TRINITY_DN49124_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
hirsuti-OEHI,TRINITY_DN58643_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
hirsuti-OEHI,TRINITY_DN61835_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
jamesii-OEJA,TRINITY_DN11_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
jamesii-OEJA,TRINITY_DN11_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
jamesii-OEJA,TRINITY_DN11_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 1
jamesii-OEJA,TRINITY_DN258_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
jamesii-OEJA,TRINITY_DN258_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
jamesii-OEJA,TRINITY_DN451_c0_g2_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
jamesii-OEJA,TRINITY_DN451_c0_g2_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
jamesii-OEJA,TRINITY_DN888_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
jamesii-OEJA,TRINITY_DN1905_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
jamesii-OEJA,TRINITY_DN1905_c0_g1_i10.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
jamesii-OEJA,TRINITY_DN1905_c0_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
jamesii-OEJA,TRINITY_DN1905_c0_g1_i23.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
jamesii-OEJA,TRINITY_DN1905_c0_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
jamesii-OEJA,TRINITY_DN1905_c0_g1_i18.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
jamesii-OEJA,TRINITY_DN1905_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
jamesii-OEJA,TRINITY_DN1905_c0_g1_i24.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
jamesii-OEJA,TRINITY_DN1905_c0_g1_i12.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
jamesii-OEJA,TRINITY_DN1905_c0_g2_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
jamesii-OEJA,TRINITY_DN2490_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
jamesii-OEJA,TRINITY_DN3160_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
jamesii-OEJA,TRINITY_DN3550_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
jamesii-OEJA,TRINITY_DN5300_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
jamesii-OEJA,TRINITY_DN8134_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
jamesii-OEJA,TRINITY_DN9025_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
jamesii-OEJA,TRINITY_DN9419_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 4
jamesii-OEJA,TRINITY_DN10591_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
jamesii-OEJA,TRINITY_DN12639_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
jamesii-OEJA,TRINITY_DN13145_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
jamesii-OEJA,TRINITY_DN13284_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
jamesii-OEJA,TRINITY_DN14442_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
jamesii-OEJA,TRINITY_DN15303_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
jamesii-OEJA,TRINITY_DN20995_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
jamesii-OEJA,TRINITY_DN21616_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
jamesii-OEJA,TRINITY_DN29924_c0_g1_i4.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
jamesii-OEJA,TRINITY_DN30213_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
jamesii-OEJA,TRINITY_DN31653_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
jamesii-OEJA,TRINITY_DN31887_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
jamesii-OEJA,TRINITY_DN35344_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
jamesii-OEJA,TRINITY_DN39062_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
jamesii-OEJA,TRINITY_DN39674_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
jamesii-OEJA,TRINITY_DN45545_c0_g1_i1.p2,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
jamesii-OEJA,TRINITY_DN45545_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
jamesii-OEJA,TRINITY_DN48093_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
jamesii-OEJA,TRINITY_DN50954_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
jamesii-OEJA,TRINITY_DN50919_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
jamesii-OEJA,TRINITY_DN53851_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
jamesii-OEJA,TRINITY_DN54906_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 1
laciniata-ICUS,TRINITY_DN525_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
laciniata-ICUS,TRINITY_DN525_c0_g1_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
laciniata-ICUS,TRINITY_DN525_c0_g1_i2.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
laciniata-ICUS,TRINITY_DN525_c0_g1_i2.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
laciniata-ICUS,TRINITY_DN732_c0_g1_i6.p1,Chalcone synthase,Chalcone synthase 2
laciniata-ICUS,TRINITY_DN732_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 1
laciniata-ICUS,TRINITY_DN732_c0_g1_i5.p1,Chalcone synthase,Chalcone synthase
laciniata-ICUS,TRINITY_DN732_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 2
laciniata-ICUS,TRINITY_DN976_c1_g1_i6.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
laciniata-ICUS,TRINITY_DN976_c1_g1_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
laciniata-ICUS,TRINITY_DN976_c1_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
laciniata-ICUS,TRINITY_DN1132_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
laciniata-ICUS,TRINITY_DN2305_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
laciniata-ICUS,TRINITY_DN3181_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 3
laciniata-ICUS,TRINITY_DN3181_c1_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
laciniata-ICUS,TRINITY_DN3181_c1_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
laciniata-ICUS,TRINITY_DN3149_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
laciniata-ICUS,TRINITY_DN3149_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
laciniata-ICUS,TRINITY_DN3149_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
laciniata-ICUS,TRINITY_DN4392_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
laciniata-ICUS,TRINITY_DN4392_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
laciniata-ICUS,TRINITY_DN4493_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
laciniata-ICUS,TRINITY_DN4493_c0_g1_i2.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
laciniata-ICUS,TRINITY_DN4493_c1_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
laciniata-ICUS,TRINITY_DN4476_c1_g3_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
laciniata-ICUS,TRINITY_DN4476_c1_g3_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
laciniata-ICUS,TRINITY_DN5386_c0_g1_i2.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
laciniata-ICUS,TRINITY_DN5386_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
laciniata-ICUS,TRINITY_DN7148_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
laciniata-ICUS,TRINITY_DN7148_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
laciniata-ICUS,TRINITY_DN7759_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
laciniata-ICUS,TRINITY_DN7759_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
laciniata-ICUS,TRINITY_DN7759_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
laciniata-ICUS,TRINITY_DN7759_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
laciniata-ICUS,TRINITY_DN9384_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
laciniata-ICUS,TRINITY_DN9392_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
laciniata-ICUS,TRINITY_DN9392_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
laciniata-ICUS,TRINITY_DN9392_c0_g3_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
laciniata-ICUS,TRINITY_DN10034_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
laciniata-ICUS,TRINITY_DN10413_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
laciniata-ICUS,TRINITY_DN10625_c1_g2_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
laciniata-ICUS,TRINITY_DN11374_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
laciniata-ICUS,TRINITY_DN11535_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase
laciniata-ICUS,TRINITY_DN12291_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
laciniata-ICUS,TRINITY_DN12431_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
laciniata-ICUS,TRINITY_DN12431_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
laciniata-ICUS,TRINITY_DN12850_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
laciniata-ICUS,TRINITY_DN12850_c0_g2_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
laciniata-ICUS,TRINITY_DN12812_c0_g1_i6.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
laciniata-ICUS,TRINITY_DN12812_c0_g1_i4.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
laciniata-ICUS,TRINITY_DN12812_c0_g1_i3.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
laciniata-ICUS,TRINITY_DN12812_c0_g1_i2.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
laciniata-ICUS,TRINITY_DN12812_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
laciniata-ICUS,TRINITY_DN12812_c0_g1_i5.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
laciniata-ICUS,TRINITY_DN14437_c2_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
laciniata-ICUS,TRINITY_DN14437_c2_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
laciniata-ICUS,TRINITY_DN14437_c2_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
